cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
57331045,Quercetin 4'-glucuronide,"quercetin-4'-glucuronide|Quercetin 4'-glucuronide|UNII-90VNX82LK3|90VNX82LK3|Quercetin 4'-o-glucuronide|(2S,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-(2-hydroxy-4-(3,5,7-trihydroxy-4-oxo-4H-chromen-2-yl)phenoxy)oxane-2-carboxylic acid|Quercetin 4'-o-beta-glucuronide|HMDB33668|Quercetin 4'-o-beta-D-glucuronide|2-Hydroxy-4-(3,5,7-trihydroxy-4-oxo-4H-1-benzopyran-2-yl)phenyl beta-D-glucopyranosiduronic acid|(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-4-(3,5,7-trihydroxy-4-oxo-4H-chromen-2-yl)phenoxy]oxane-2-carboxyli",478.400,C21H18O13,224.000,830.000,NULL,34,8,13,4,OUQZCILJSVDJFB-JENRNSKYSA-N,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-4-(3,5,7-trihydroxy-4-oxochromen-2-yl)phenoxy]oxane-2-carboxylic acid",NULL,784,3,NULL,20120620,NULL
10006384,Quercetin 3-O-(6''-acetyl-glucoside),"54542-51-7|Quercetin 3-O-(6''-acetyl-glucoside)|Quercetin-3-O-beta-glucopyranosyl-6''-acetate|Q63408833|6""-O-Acetylisoquercitrin|CHEMBL250695|MEGxp0_000513|ACon1_000579|Quercetin-3-O-glucose-6'-acetate|Quercetin 3-(6-O-acetylglucoside)|ZINC4349592|Quercetin-3-O-glucose-6''-acetate|MCULE-2075718038|Quercetin 3-(6-O-acetyl-beta-glucoside)|FT-0700761|QUERCETIN-3-O-B-D-GLUCOPYRANOSYL-6''-ACETATE|BRD-K02843320-001-01-7|[(2R,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-3,4,5-t",506.400,C23H22O13,213.000,861.000,NULL,36,7,13,6,IGLUNMMNDNWZOA-LNNZMUSMSA-N,"[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl acetate",NULL,2818,4,"2240,2241,2275,2313,2316,2322,2330,311862,311863,400607,434959,624101,624136,624137,624138,624139,624141,624151,624156,624260",20061025,10.1021/np070327e|10.1021/np960057s
5316900,"Quercetin 3,3'-dimethyl ether","Quercetin 3,3'-dimethyl ether|3,3'-Dimethylquercetin|3,3'-Di-O-methylquercetin|3,3'-Dimethoxyquercetin|4382-17-6|Quercetin-3,3-dimethyl ether|UNII-J03N0KJ42I|5,7,4'-Trihydroxy-3,3'-dimethoxyflavone|NSC 254669|J03N0KJ42I|4',5,7-trihydroxy-3,3'-dimethoxyflavone|Quercetin-3,3'-dimethylether|3-O-methylisorhamnetin|3,3'-Dimethylquercetol|Flavone, 4',5,7-trihydroxy-3,3'-dimethoxy-|3,3'-O-dimethyl quercetin|SCHEMBL1252850|CHEMBL511363|Quercetin-3,3'-dimethyl ether|DTXSID60195941|FMEHGPQTMOPUGM-UHFFFAOYSA-N|CHEBI:1",330.290,C17H14O7,105.000,517.000,NULL,24,3,7,3,FMEHGPQTMOPUGM-UHFFFAOYSA-N,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-methoxychromen-4-one",NULL,50966,8,"337741,400608,477928,1098730,1098731",20050326,10.1007/978-3-030-31885-7_41|10.1007/978-3-7091-6181-4_8|10.1007/BF00598777|10.1007/BF01192982|10.1007/BF02980125|10.1007/s10600-011-9844-1|10.1007/s10600-012-0286-1|10.1016/s0031-9422(01)00389-2|10.1016/s0031-9422(02)00083-3|10.1021/np50050a065|10.1021/np900772m|10.1021/np960057s|10.1104/pp.103.036442|10.1104/pp.110.169961|10.1111/j.2042-7158.1989.tb06413.x|10.1248/cpb.59.1322|10.1271/bbb.60132|10.3390/ijms130911349|10.3390/molecules15095998|10.3390/molecules17033291
5487635,Quercetin 3-sambubioside,"Quercetin 3-sambubioside|Quercetin 3-O-Sambubioside|Quercetin 3-O-[beta-D-xylosyl-(1-&gt;2)-beta-D-glucoside]|83048-35-5|CHEMBL455758|CHEBI:32081|C12637|AC1NUPP6|Quercetin 3-xyloglucoside|DTXSID40232141|Quercetin 3-O-beta-xylopyranosyl-(1-2)-O-beta-glucopyranoside|Q27114776|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-((2-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy)-|3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxytetrahydropyran-2-yl]oxy-tetrahydr",596.500,C26H28O16,266.000,993.000,NULL,42,10,16,6,NKFZLEYLWAFYEH-CJNLAGEVSA-N,"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,786,4,"377793,377794,377795,377796,401224,401225,401226,401227,401228,401229,401230,501209,501210",20050808,10.1016/0031-9422(91)83680-j|10.1021/np030470h|10.1021/np0497245|10.1021/np900530n|10.1055/s-0034-1382902|10.1080/14786410903230359
10190763,Quercetin 3-rutinoside-7-glucoside,"30311-61-6|Quercetin 3-rutinoside-7-glucoside|Quercetin 3-O-rutinoside-7-O-glucoside|Quercetin 3-rhamnoglucoside 7-beta-glucoside|DTXSID10184406|Quercetin 3-rutinoside 7-glucoside|Flavone, 3,3',4',5,7-pentahydroxy-, 3-(6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside) 7-beta-D-glucopyranoside|Quercetin 3-O-rutinoside-7-O-glucoside, tentative",772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,SPUFXPFDJYNCFD-YQJBXTIASA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,784,3,NULL,20061025,NULL
5359430,Quercetin 3-O-alpha-L-fucopyranoside,"quercetin 3-O-alpha-L-fucopyranoside|Usaf cf-2|Quercetrin-3-O-rham|Rhamnosyl-3-quercitin|Quercitin-3-rhamnoside|Quercetin-3-rhamnoside|Rhamnoside, quercetin-3|Quercetin 3-O-rhamnoside|Quercetin-3-O-rhamnoside|Quercetin-3-L-rhamnoside|SR-05000002239|HSDB 4339|NCI-C60102|EINECS 208-322-5|BRN 0068135|CI 75720|AI3-36095|C.I. 75720|Qurecetin 3-galactoside|Flavone, 3,3',4',5,7-pentahydroxy-, 3-rhamnoside|Flavone, 3,3',4',5,7-pentahydroxy-, 3-(6-deoxy-alpha-L-mannopyranoside)|CHEBI:75863|3-((6-Deoxy-alpha-L-mannop",448.400,C21H20O11,186.000,741.000,NULL,32,7,11,3,OXGUCUVFOIWWQJ-XIMSSLRFSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,786,4,"1259310,1259374,1259389,1259422",20050808,NULL
5491657,Quercetin 3-neohesperidoside,"Calendoflavobioside|Quercetin 3-neohesperidoside|32453-36-4|29662-79-1|Q63393010|Quercetin-3-O-neohesperidin|Quercetin 3-rhamnosylglucoside|Quercetin 3-O-rhamnosylglucoside|3-O-Neohesperidoside Quercetin|DTXSID70952123|3-O-Neohesperidoside Quercetin (NMR)|4H-1-Benzopyran-4-one, 3-((O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucosyl)oxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-|2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 2-O-(6-deoxyhexopyranosyl)hexopyranoside",610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,FYBMGZSDYDNBFX-GXPPAHCZSA-N,"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,1816,5,NULL,20050809,NULL
5378597,Quercetin 3-beta-D-galactopyranoside,"Isoquercitrin|MLS000563438|SMR000232331|Hirsutrin|2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl hexopyranoside|NSC-115918|Quercetin 3-.beta.-D-galactopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one|Quercetin 3-O-.beta.-D-galactopyranoside|quercetin-3-O-hexoside|JYPERIN (HYPEROSIDE)|HYPEROSIDE (JYPERIN)|CHEMBL33027|SCHEMBL2286562|BDBM86036|HMS3393H17|HMS3393B17|HMS3345A21|HMS2220K14|NSC115918|NSC_97331|STL453090|N",464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,OVSQVDMCBVZWGM-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,102162,8,"485,631,731,757,758,759,760,761,764,775,781,782,793,797,798,799,800,803,804,817,818,827,828,841,861,862,868,871,873,878,880,894,898,920,932,940,950,951,952,1001,1006,1007,1008,1009,1012,1016,1018,1019,1020,1021,1022,1027,1030,1032,1040,1046,1048,1049,1051,1063,1066,1085,1135,1136,1203,1209,1210,1211,1214,1216,1217,1220,1222,1229,1233,1236,1239,1242,1246,1251,1273,1274,1276,1285,1296,1304,1321,1325,1326,1359,1362,1376,1377,1379,1381,1385,1415,1416,1422,1423,1424,1430,1434,1439,1440,1441,1443,1445,1446,1448,1",20050326,10.1002/0471142956.cy1312s54|10.1002/cyto.a.20268|10.1002/jssc.201200198|10.1007/s00299-011-1144-5|10.1016/j.fct.2009.05.040|10.1021/jf0618980|10.1021/jf200211m|10.1021/jf201801q|10.1021/jf9012295|10.1089/adt.2009.0219|10.1210/en.2010-0199|10.3390/ijms13010260|10.3390/ijms13022472
5280362,Quercetin 3-sulfate,"Quercetin 3-sulfate|Quercetin 3-O-sulfate|60889-05-6|CHEBI:17730|4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3,4-dihydroxyphenyl)-3-(sulfooxy)-|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl hydrogen sulfate|Flavone, 3,3',4',5,7-pentahydroxy-, 3-sulfate (ester)|quercetin 3-monosulphate|SCHEMBL3403244|quercetin 3-(hydrogen sulfate)|CHEMBL1207957|CTK5B2403|DTXSID10209729|LMPK12112304|LS-39592|DS-016219|C00616|Q7271328|3,3',4',5,7-PENTAHYDROXYFLAVONE 3-SULFATE|4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(3",382.300,C15H10O10S,179.000,696.000,NULL,26,5,10,3,DNAYVNOVGHZZLH-UHFFFAOYSA-N,"[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl] hydrogen sulfate",NULL,18192,5,NULL,20040916,10.1016/j.bmc.2005.07.021|10.1016/j.fct.2010.03.019|10.1016/j.foodchem.2012.07.023|10.1016/j.phymed.2012.05.011|10.1021/es301060q|10.1038/sj.bjc.6602091|10.1179/135100002125001153|10.1271/bbb.68.271
5320834,Quercetin 3-gentiobioside,"Quercetin 3-gentiobioside|7431-83-6|quercetin-3-gentiobioside|quercetin 3-beta-gentiobioside|CHEMBL1097317|CHEBI:136778|HY-N4089|ZINC49783852|beta-D-glucosyl-(1-&gt;6)-beta-D-glucoside|CS-0032092|quercetin beta-D-glucopyranosyl-(1-&gt;6)-beta-D-glucopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl beta-D-glucosyl-(1-&gt;6)-beta-D-glucoside|2-(3,4-dihydroxyphenyl)-5,7-d",626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,FDRQPMVGJOQVTL-DEFKTLOSSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,33554,5,"481886,481887,481888,481889,481890,481891,481892,481893",20060118,10.1016/j.fct.2014.03.026|10.1021/np1000818
97332,Quercetin pentamethyl ether,"Quercetin pentamethyl ether|Pentamethoxyquercetin|Penta-O-methylquercitin|Pentamethylquercetin|1247-97-8|Quercetin-3,5,7,3',4'-pentamethyl ether|3,5,7,3',4'-pentamethoxyflavone|NSC-115922|CHEMBL19032|UNII-V6J41K636O|V6J41K636O|2-(3,4-dimethoxyphenyl)-3,5,7-trimethoxy-4H-chromen-4-one|3,3',4',5,7-Pentamethoxyflavone|3,5,7,3',4'-Pentamethyl ether|NSC 115922|Spectrum_001718|Spectrum2_001804|Spectrum4_001790|Spectrum3_001719|Spectrum5_000439|4H-1-Benzopyran-4-one, 2-(3,4-dimethoxyphenyl)-3,5,7-trimethoxy-|KBioG",372.400,C20H20O7,72.400,561.000,NULL,27,0,7,6,ALGDHWVALRSLBT-UHFFFAOYSA-N,"2-(3,4-dimethoxyphenyl)-3,5,7-trimethoxychromen-4-one",NULL,116498,8,"485,608,631,731,757,758,759,760,761,764,781,782,797,798,800,861,868,873,875,878,880,881,884,885,887,889,892,893,894,900,902,910,920,923,924,927,930,932,940,950,951,952,995,1001,1006,1007,1008,1009,1012,1016,1018,1019,1020,1021,1022,1027,1030,1032,1033,1040,1046,1048,1049,1051,1063,1066,1085,1135,1136,1203,1209,1214,1216,1217,1220,1222,1229,1230,1236,1239,1242,1251,1274,1276,1285,1304,1321,1325,1326,1359,1362,1376,1377,1379,1381,1385,1415,1416,1422,1423,1424,1430,1434,1438,1439,1440,1441,1443,1445,1446,1448,",20050326,10.1002/0471142956.cy1312s54|10.1002/cyto.a.20268|10.1002/jps.20769|10.1007/1-4020-2291-3_4|10.1007/978-0-387-70638-2_865|10.1007/978-1-4020-9787-4_13|10.1007/978-1-4613-2765-3_5|10.1007/978-1-4684-3372-2_18|10.1007/978-1-4684-4670-8_8|10.1007/978-1-4684-7188-5_1|10.1007/978-1-4757-5235-9_16|10.1007/978-1-4899-2909-9_7|10.1007/978-1-4899-2911-2_15|10.1007/978-3-319-26065-5_12|10.1007/978-3-662-28693-7_23|10.1007/BF00521874|10.1007/BF02323285|10.1007/BF02608116|10.1007/BF02742584|10.1007/BF02771416|10.1007/B
10169367,Quercetin-3-O-(6'''-trans-p-coumaroyl-2''-glucosyl)rhamnoside,"UNII-8PGL6583N7|Quercetin-3-O-(6'''-trans-p-coumaroyl-2''-glucosyl)rhamnoside|8PGL6583N7|quercetin 3-O-alpha-L-[6'''-p-coumaroyl-beta-D-glucopyranosyl-(1-&gt;2)-rhamnopyranoside]|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-deoxy-2-O-{6-O-[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]-beta-D-glucopyranosyl}-alpha-L-mannopyranoside|143061-65-8|CHEBI:66285|ZINC85646298|Quercetin-3-O-(6'''-trans-p-coumaroyl-2''-glucosyl)rhamnoside (constituent of ginkgo) [DSC]|4H-1-Benzopyran-4-one, 3-((6-deoxy-2-O-(6",756.700,C36H36O18,292.000,1370.000,NULL,54,10,18,10,LSMKTLJKBSXMMR-WLKGHKDFSA-N,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4R,5R,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",NULL,784,3,NULL,20061025,10.1007/s11306-009-0195-x
11655911,Quercetin-3'-glucuronide,"quercetin-3'-glucuronide|Quercetin 3'-glucuronide|Quercetin 3'-o-glucuronide|UNII-RW0082ZDT2|RW0082ZDT2|(2S,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-(2-hydroxy-5-(3,5,7-trihydroxy-4-oxo-4H-chromen-2-yl)phenoxy)oxane-2-carboxylic acid|Quercetin 3'-o-beta-glucuronide|HMDB41769|(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-5-(3,5,7-trihydroxy-4-oxo-4H-chromen-2-yl)phenoxy]oxane-2-carboxylic acid|ZINC95620863|2-Hydroxy-5-(3,5,7-trihydroxy-4-oxo-4H-chromen-2-yl)phenyl beta-D-glucopyranosiduronic acid|beta-D-Glucopyranos",478.400,C21H18O13,224.000,830.000,NULL,34,8,13,4,LBJLXDMWOKJIPQ-JENRNSKYSA-N,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-5-(3,5,7-trihydroxy-4-oxochromen-2-yl)phenoxy]oxane-2-carboxylic acid",NULL,2832,4,NULL,20061026,NULL
25202871,"Quercetin-7-olate 3,4'-bissulfate(3-)","quercetin-7-olate 3,4'-bissulfate(3-)|quercetin-3,4'-bissulfate|CHEBI:58353|quercetin-7-olate 3,4'-bissulfate|quercetin 3,4'-bissulfate trianion|Q27125720|2-hydroxy-4-[5-hydroxy-7-oxido-4-oxo-3-(sulfonatooxy)-4H-chromen-2-yl]phenyl sulfate",459.300,C15H7O13S2-3,239.000,887.000,NULL,30,2,13,3,MUUFJLJGMRBUTO-UHFFFAOYSA-K,[2-hydroxy-4-(7-hydroxy-5-oxido-4-oxo-3-sulfonatooxychromen-2-yl)phenyl] sulfate,NULL,2580,4,NULL,20090331,NULL
10121947,"Quercetin 3,7-diglucoside","Quercetin 3,7-diglucoside|3,7-Diglucosylquercetin|UNII-S2L05XBF3A|Quercetin-3,7-O-beta-diglucopyranoside|S2L05XBF3A|quercetin 3,7-O-diglucoside|6892-74-6|CHEMBL591113|DTXSID90218990|CHEBI:131497|Flavone, 3,3',4',5,7-pentahydroxy-, 3,7-di-beta-D-glucopyranoside|quercetin 3,7-di-O-beta-D-glucoside|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,7-bis(beta-D-glucopyranosyloxy)-5-hydroxy-|Q27288498|2-(3,4-dihydroxyphenyl)-7-(beta-D-glucopyranosyloxy)-5-hydroxy-4-oxo-4H-1-benzopyran-3-yl beta-D-glucopyranoside",626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,BNSCASRSSGJHQH-DEFKTLOSSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3,7-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]chromen-4-one",NULL,786,4,"1062102,1062103,1062104,1062105,1062106,1062107,1062108,1062109,1062110,1062112,1062113,1062114",20061025,10.1016/j.bmc.2013.12.062
14730813,Quercetin 3-(6''-malonyl-glucoside),"Flavonol base + 4O, O-MalonylHex|6''-O-Malonylisoquercitrin|Quercetin 3-O-(6''-o-malonyl)-beta-D-glucoside|Quercetin 3-(6''-malonyl-glucoside)|Quercetin 3-O-(6""-malonyl-glucoside)|2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3-[6-[(2-carboxyacetyloxy)methyl]-3,4,5-trihydroxy-tetrahydro-2H-pyran-2-yloxy]-4H-1-benzopyran-4-one",550.400,C24H22O15,250.000,967.000,NULL,39,8,15,8,NBQPHANHNTWDML-UHFFFAOYSA-N,"3-[[6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",NULL,2816,3,NULL,20070209,NULL
25201878,"Quercetin 3,3'-bissulfate(3-)","quercetin 3,3'-bissulfate(3-)|quercetin-3,3'-bissulfate|CHEBI:58305|quercetin 3,3'-bissulfate trianion|Q27125685|2-hydroxy-5-[5-hydroxy-7-oxido-4-oxo-3-(sulfonatooxy)-4H-chromen-2-yl]phenyl sulfate",459.300,C15H7O13S2-3,239.000,887.000,NULL,30,2,13,3,CVENNDDRCHLONB-UHFFFAOYSA-K,"[5,7-dihydroxy-2-(4-oxido-3-sulfonatooxyphenyl)-4-oxochromen-3-yl] sulfate",NULL,2580,4,NULL,20090331,NULL
5280402,"Quercetin 3,3'-bissulfate","Quercetin 3,3'-bissulfate|Quercetin 3,3'-di-O-sulfate|C01155|CHEBI:17875|LMPK12112308|quercetin 3,3'-bis(hydrogen sulfate)|Q27102686|5,7-dihydroxy-2-[4-hydroxy-3-(sulfooxy)phenyl]-4-oxo-4H-chromen-3-yl hydrogen sulfate",462.400,C15H10O13S2,231.000,913.000,NULL,30,5,13,5,CVENNDDRCHLONB-UHFFFAOYSA-N,"[5,7-dihydroxy-2-(4-hydroxy-3-sulfooxyphenyl)-4-oxochromen-3-yl] hydrogen sulfate",NULL,18192,5,NULL,20040916,10.1002/ptr.1141
5281690,Quercetin 3-(2G-xylosylrutinoside),"QXRG|Quercetin 3-(2G-xylosylrutinoside)|129235-39-8|C10175|AC1NQYWG|CHEMBL4090909|DTXSID80926350|CPD-5781|Quercetin 3-O-beta-(2(G)-O-beta-xylopyranosyl-6(G)-O-alpha-rhamnopyranosyl)glucopyranoside|quercetin 3-O-{beta-L-rhamnosyl-(1-&gt;6)]-beta-D-glucoside}|2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 6-deoxyhexopyranosyl-(1-&gt;6)-[pentopyranosyl-(1-&gt;2)]hexopyranoside|2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropy",742.600,C32H38O20,324.000,1270.000,NULL,52,12,20,8,RLTNQOUWXZXZCS-VMMUDTPISA-N,"2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxychromen-4-one",NULL,784,3,NULL,20050624,10.1016/0031-9422(91)83680-j
5320863,Quercetin-3-D-xyloside,"Reynoutrin|Quercetin-3-D-xyloside|549-32-6|quercetin-3-o-xyloside|QUERCETIN 3-O-XYLOSIDE|CTK8G2694|DTXSID10415782|MFCD00210590|AKOS032949017|4CN-2999|Quercetin-3-D-xyloside, &gt;=97.0% (HPLC)|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-((3R,4S,5R)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one",434.300,C20H18O11,186.000,711.000,NULL,31,7,11,3,PZZRDJXEMZMZFD-DUYPVGENSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one",NULL,1808,4,NULL,20060118,10.1002/bmc.3660|10.1016/j.bcp.2008.05.007
14130922,Quercetin 3-galactoside 7-rhamnoside,Quercetin 3-O-glucoside-7-O-rhamnoside|Quercetin 3-galactoside 7-rhamnoside|Quercetin 3-O-galactoside 7-O-rhamnoside,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,OTUCXMIQUNROBJ-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxychromen-4-one",NULL,2836,5,NULL,20070209,NULL
21676162,Quercetin 3'-O-sulfate,quercetin 3'-sulfate|Quercetin 3'-O-sulfate|Quercetin 3'-O-sulphate|SCHEMBL3640406|LMPK12112306,382.300,C15H10O10S,179.000,696.000,0.900,26,5,10,3,OSCLBBUATYLBQA-UHFFFAOYSA-N,"[2-hydroxy-5-(3,5,7-trihydroxy-4-oxochromen-2-yl)phenyl] hydrogen sulfate",NULL,20244,7,NULL,20071205,10.1007/s00394-015-0862-9|10.1016/j.atherosclerosis.2007.07.040|10.1016/j.atherosclerosis.2008.04.040|10.1016/j.atherosclerosis.2008.08.007|10.1016/j.bcp.2007.11.002|10.1016/j.bcp.2008.06.010|10.1016/j.bcp.2011.01.004|10.1016/j.bcp.2012.05.011|10.1016/j.bmc.2015.07.055|10.1016/j.chroma.2004.08.117|10.1016/j.ejphar.2005.08.005|10.1016/j.freeradbiomed.2011.04.032|10.1016/j.jnutbio.2011.08.007|10.1016/j.jnutbio.2016.03.011|10.1016/j.phymed.2012.05.011|10.1016/s0006-2952(02)01510-1|10.1016/s0021-9673(04)01476-1
73157268,"Quercetin 4',7-diglucoside","Quercetin 7,4'-diglucoside|Quercetin 4',7-diglucoside|quercetin 7,4'-O-diglucoside",626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,QZXHFNCQMMUANB-UHFFFAOYSA-N,"3,5-dihydroxy-2-[3-hydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,2824,4,NULL,20140313,NULL
5280403,"Quercetin 3,4'-bissulfate","Quercetin 3,4'-bissulfate|Quercetin 3,4'-di-O-sulfate|C01156|SCHEMBL8015255|CHEBI:18030|LMPK12112309|quercetin 3,4'-bis(hydrogen sulfate)|Q27102774|5,7-dihydroxy-2-[3-hydroxy-4-(sulfooxy)phenyl]-4-oxo-4H-chromen-3-yl hydrogen sulfate",462.400,C15H10O13S2,231.000,913.000,NULL,30,5,13,5,MUUFJLJGMRBUTO-UHFFFAOYSA-N,"[5,7-dihydroxy-2-(3-hydroxy-4-sulfooxyphenyl)-4-oxochromen-3-yl] hydrogen sulfate",NULL,17936,4,NULL,20040916,NULL
