"Compound","DrugBank ID","Affinity"
"Levonordefrin","DB06707",-5.4
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE","DB07160",-5.4
"(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione","DB07339",-5.4
"4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE","DB07368",-5.4
"(2S)-2-AMINO-1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)PROPAN-1-ONE","DB07391",-5.4
"3,5 DIBROMOTYROSINE","DB07637",-5.4
"3-(4-HYDROXY-PHENYL)PYRUVIC ACID","DB07718",-5.4
"1-(3-chloro-4-methylphenyl)-3-{2-[({5-[(dimethylamino)methyl]-2-furyl}methyl)thio]ethyl}urea","DB08027",-5.4
"5-benzyl-1,3-thiazol-2-amine","DB08114",-5.4
"4-(1H-IMIDAZOL-1-YL)PHENOL","DB08214",-5.4
"7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID","DB08259",-5.4
"N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE","DB08324",-5.4
"3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN","DB08474",-5.4
"[(4R)-2,2-DIMETHYL-1,3-DIOXOLAN-4-YL]METHYL HYDROGEN HEX-5-ENYLPHOSPHONATE","DB08475",-5.4
"S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate","DB08585",-5.4
"SINAPINATE","DB08587",-5.4
"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE","DB08627",-5.4
"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE","DB08740",-5.4
"Uric Acid","DB08844",-5.4
"Etidocaine","DB08987",-5.4
"Clobutinol","DB09004",-5.4
"Bromopride","DB09018",-5.4
"L-Tyrosine","DB00135",-5.3
"Thiopental","DB00599",-5.3
"Gonadorelin","DB00644",-5.3
"Nafarelin","DB00666",-5.3
"Prilocaine","DB00750",-5.3
"Cerulenin","DB01034",-5.3
"Orlistat","DB01083",-5.3
"Thiamylal","DB01154",-5.3
"Clarithromycin","DB01211",-5.3
"Rifaximin","DB01220",-5.3
"Chloroxine","DB01243",-5.3
"Nitroxoline","DB01422",-5.3
"Alpha-methyltryptamine","DB01446",-5.3
"trans-2-hydroxycinnamic acid","DB01650",-5.3
"Trans-O-Hydroxy-Alpha-Methyl Cinnamate","DB01662",-5.3
"3-Iodo-Tyrosine","DB01758",-5.3
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide","DB01827",-5.3
"4r-Fluoro-N6-Ethanimidoyl-L-Lysine","DB01835",-5.3
"2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate","DB01840",-5.3
"Para-Iodo-D-Phenylalanine Hydroxamic Acid","DB01980",-5.3
"N-(Phosphonoacetyl)-L-Ornithine","DB02011",-5.3
"Pyridoxamine-5'-Phosphate","DB02142",-5.3
"1,2-Diacyl-Sn-Glycero-3-Phosphoinositol","DB02144",-5.3
"Pyridoxine-5'-Phosphate","DB02209",-5.3
"Porphobilinogen","DB02272",-5.3
"1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly)","DB02488",-5.3
"Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide","DB02535",-5.3
"NU1025","DB02690",-5.3
"C-(1-Hydrogyl-Beta-D-Glucopyranosyl) Formamide","DB02719",-5.3
"1,6-Di-O-Phosphono-D-Allitol","DB02760",-5.3
"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone","DB02813",-5.3
"1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol","DB02992",-5.3
"Quisqualate","DB02999",-5.3
"5-Phosphoarabinonic Acid","DB03042",-5.3
"Ribose-1-Phosphate","DB03101",-5.3
"N-Acetyl-D-Allosamine","DB03109",-5.3
"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid","DB03244",-5.3
"7-Deaza-7-Aminomethyl-Guanine","DB03304",-5.3
"(S)-ATPA","DB03319",-5.3
"Heptyl-Beta-D-Glucopyranoside","DB03338",-5.3
"Gamma-Glutamylcysteine","DB03408",-5.3
"Lysophosphatidylglycerol","DB03438",-5.3
"Tazobactam Trans-Enamine Intermediate","DB03445",-5.3
"N-Acetyl-2-Deoxy-2-Amino-Galactose","DB03567",-5.3
"2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose","DB03740",-5.3
"3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol","DB03747",-5.3
"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol","DB03772",-5.3
"D-Tyrosine","DB03839",-5.3
"Hydroxyphenyl Propionic Acid","DB03897",-5.3
"3-Chloro-4-Hydroxyphenylglycine","DB03898",-5.3
"L-Homoarginine","DB03974",-5.3
"5-Nitroso-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione","DB04128",-5.3
"S-Hydroxymethyl Glutathione","DB04153",-5.3
"N2-(Carboxyethyl)-L-Arginine","DB04189",-5.3
"3-Mercuri-4-Aminobenzenesulfonamide","DB04203",-5.3
"Fructose-6-Phosphate","DB04493",-5.3
"4-Phospho-D-Erythronohydroxamic Acid","DB04496",-5.3
"2,4-Dinitrophenol","DB04528",-5.3
"5-Aminoimidazole Ribonucleoside","DB04568",-5.3
"Thenoyltrifluoroacetone","DB04795",-5.3
"Voglibose","DB04878",-5.3
"Epicept NP-1","DB05492",-5.3
"Triptorelin","DB06825",-5.3
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)","DB06931",-5.3
"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid","DB06946",-5.3
"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline","DB07016",-5.3
"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL","DB07357",-5.3
"4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL","DB07378",-5.3
"1,6-DIHYDROXY NAPHTHALENE","DB07661",-5.3
"(3R,5S,7R,12S,13R)-13-FORMYL-12,14-DIHYDROXY-3,5,7-TRIMETHYLTETRADECANOIC ACID","DB07740",-5.3
"ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID","DB07895",-5.3
"HOMOPHENYLALANINYLMETHANE","DB07913",-5.3
"octyl beta-D-galactopyranoside","DB07924",-5.3
"3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE","DB08081",-5.3
"2-(3-NITROPHENYL)ACETIC ACID","DB08193",-5.3
"2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE","DB08215",-5.3
"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene","DB08264",-5.3
"CYCLOHEXYL-NORSTATINE","DB08288",-5.3
"2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID","DB08294",-5.3
"TERT-BUTYL [(1S)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE","DB08337",-5.3
"4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN","DB08480",-5.3
"[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL","DB08523",-5.3
"HYDROXY[3-(6-METHYLPYRIDIN-2-YL)PROPYL]FORMAMIDE","DB08525",-5.3
"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL","DB08558",-5.3
"1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE","DB08576",-5.3
"SYRINGATE","DB08589",-5.3
"4-(2-AMINOETHYL)BENZENESULFONAMIDE","DB08782",-5.3
"Nicorandil","DB09220",-5.3
"Metrizoic acid","DB09346",-5.3
"Pyridoxal Phosphate","DB00114",-5.2
"Menadione","DB00170",-5.2
"Diatrizoate","DB00271",-5.2
"Theophylline","DB00277",-5.2
"Acetaminophen","DB00316",-5.2
"Phenylephrine","DB00388",-5.2
"Cimetidine","DB00501",-5.2
"Epinephrine","DB00668",-5.2
"Clavulanate","DB00766",-5.2
"Orciprenaline","DB00816",-5.2
"Chlorphenesin","DB00856",-5.2
"Edrophonium","DB01010",-5.2
"Tocainide","DB01056",-5.2
"Lomustine","DB01206",-5.2
"Theobromine","DB01412",-5.2
"Ecgonine","DB01525",-5.2
"8-azaguanine","DB01667",-5.2
"2-(3,4-Dihydroxyphenyl)Acetic Acid","DB01702",-5.2
"L-Alfa-Lysophosphatidylcholine, Lauroyl","DB01707",-5.2
"Nz-(Dicarboxymethyl)Lysine","DB01815",-5.2
"7,9-Dimethylguanine","DB01978",-5.2
"N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine","DB02027",-5.2
"6-Phosphogluconic Acid","DB02076",-5.2
"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine","DB02225",-5.2
"3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid","DB02248",-5.2
"2-Phenylamino-Ethanesulfonic Acid","DB02283",-5.2
"1-N-Acetyl-Beta-D-Glucosamine","DB02320",-5.2
"3-Hydroxyphenylalanine","DB02387",-5.2
"(S)-4-Bromo-3-Hydroxy-3-Methylbutyl Diphosphate","DB02480",-5.2
"6-(Dihydroxy-Isobutyl)-Thymine","DB02500",-5.2
"D-Galactohydroximo-1,5-Lactam","DB02525",-5.2
"Glucosamine 6-Phosphate","DB02657",-5.2
"O1-Pentyl-Mannose","DB02695",-5.2
"9-Hydroxypropyladenine, R-Isomer","DB02765",-5.2
"(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid","DB02773",-5.2
"5-Exo-Hydroxycamphor","DB02817",-5.2
"Glucosamine 4-Phosphate","DB02865",-5.2
"(2s,4s)-Alpha-Campholinic Acid","DB02906",-5.2
"9-Hydroxypropyladenine, S-Isomer","DB03000",-5.2
"4-Methylidene-5-One","DB03071",-5.2
"3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On","DB03094",-5.2
"N-Omega-Hydroxy-L-Arginine","DB03144",-5.2
"RU78300","DB03306",-5.2
"N-Cyclohexyltaurine","DB03309",-5.2
"4-hydroxycoumarin","DB03410",-5.2
"Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine","DB03427",-5.2
"L-Myo-Inositol-1-Phosphate","DB03542",-5.2
"Glucose-6-Phosphate","DB03581",-5.2
"Pyridoxal-5'-Phosphate-N-Oxide","DB03629",-5.2
"1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose","DB03657",-5.2
"D-Dethiobiotin","DB03775",-5.2
"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium","DB03832",-5.2
"3-Dehydroquinic Acid","DB03868",-5.2
"Fotemustine","DB04106",-5.2
"Beta-D-Arabinofuranose-5'-Phosphate","DB04127",-5.2
"1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate","DB04199",-5.2
"Nitroarginine","DB04223",-5.2
"7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane","DB04229",-5.2
"Dipicolinic Acid","DB04267",-5.2
"Fructose -6-Phosphate","DB04277",-5.2
"Allosamizoline","DB04404",-5.2
"Trencam-3,2-Hopo","DB04476",-5.2
"4-Nitro-Inden-1-One","DB04479",-5.2
"2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID","DB04598",-5.2
"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM","DB04663",-5.2
"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE","DB04719",-5.2
"1,6-DI-O-PHOSPHONO-D-MANNITOL","DB04733",-5.2
"MONOGALACTOSYL-DIACYLGLYCEROL","DB04735",-5.2
"Oxypurinol","DB05262",-5.2
"Incadronate","DB06255",-5.2
"2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER","DB06906",-5.2
"2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE","DB07103",-5.2
"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid","DB07111",-5.2
"2-(4-NITROPHENYL)ACETIC ACID","DB07331",-5.2
"(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE","DB07349",-5.2
"2-tert-butylbenzene-1,4-diol","DB07726",-5.2
"N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE","DB07928",-5.2
"(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL","DB08283",-5.2
"3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE","DB08323",-5.2
"(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE","DB08367",-5.2
"PHENYLALANYLMETHYLCHLORIDE","DB08374",-5.2
"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE","DB08404",-5.2
"N-(3-carboxypropanoyl)-L-norvaline","DB08554",-5.2
"2-(1H-INDOL-3-YL)ETHANAMINE","DB08653",-5.2
"Fingolimod","DB08868",-5.2
"Hydracarbazine","DB09243",-5.2
"Biotin","DB00121",-5.1
"Chlorzoxazone","DB00356",-5.1
"Allopurinol","DB00437",-5.1
"Guaifenesin","DB00874",-5.1
"Risedronate","DB00884",-5.1
"Acetylsalicylic acid","DB00945",-5.1
"Hydralazine","DB01275",-5.1
"2,3-Dihydroxy-Benzoic Acid","DB01672",-5.1
"N,N-dimethylarginine","DB01686",-5.1
"[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium","DB01736",-5.1
"(2r)-2-(Aminomethyl)-2,4-Dihydroxy-5-Oxo-3-(2-Oxoethyl)-2,5-Dihydro-1h-Imidazol-3-Ium","DB01797",-5.1
"5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid","DB01855",-5.1
"1-(Isopropylthio)-Beta-Galactopyranside","DB01862",-5.1
"L-Xylulose 5-Phosphate","DB01923",-5.1
"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide","DB01970",-5.1
"1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid","DB02032",-5.1
"3-Cyclohexyl-1-Propylsulfonic Acid","DB02219",-5.1
"(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine","DB02294",-5.1
"5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid","DB02298",-5.1
"N-Acetyl-L-Citrulline","DB02368",-5.1
"D-Gluconhydroximo-1,5-Lactam","DB02376",-5.1
"9-Methylguanine","DB02489",-5.1
"3,4-Epoxybutyl-Alpha-D-Glucopyranoside","DB02645",-5.1
"2,5-Anhydroglucitol-1,6-Biphosphate","DB02778",-5.1
"2-Anhydro-3-Fluoro-Quinic Acid","DB02786",-5.1
"Alpha-D-Glucose-1-Phosphate","DB02843",-5.1
"6-Carboxymethyluracil","DB03048",-5.1
"Ethylaminobenzylmethylcarbonyl Group","DB03090",-5.1
"4-Methyl-5-Hydroxyethylthiazole Phosphate","DB03145",-5.1
"4-Nitrocatechol","DB03407",-5.1
"2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose","DB03539",-5.1
"N~2~-Succinylornithine","DB03582",-5.1
"6-Methylamino-5-Nitroisocytosine","DB03705",-5.1
"3,4-Dihydro-5-Methyl-Isoquinolinone","DB03722",-5.1
"3-Hydroxyimino Quinic Acid","DB03739",-5.1
"1-Monooleoyl-Rac-Glycerol","DB03831",-5.1
"2-Amino-4h-1,3-Benzoxathiin-4-Ol","DB03972",-5.1
"4-Methyl-Histidine","DB04151",-5.1
"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid","DB04182",-5.1
"(2r)-Amino(3,5-Dihydroxyphenyl)Acetic Acid","DB04228",-5.1
"4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One","DB04302",-5.1
"4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole","DB04374",-5.1
"Guanidinoethylmercaptosuccinic acid","DB04489",-5.1
"N-Succinyl Methionine","DB04511",-5.1
"3-[(1s)-1-(Dimethylamino)Ethyl]Phenol","DB04556",-5.1
"Phenyldehydroalanine","DB04584",-5.1
"METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE","DB04773",-5.1
"Clioquinol","DB04815",-5.1
"beta alethine","DB05800",-5.1
"1-[4-(hydroxymethyl)phenyl]guanidine","DB06900",-5.1
"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid","DB06979",-5.1
"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid","DB07491",-5.1
"NAPHTHALENE-1,2-DIOL","DB07610",-5.1
"methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate","DB07696",-5.1
"PHENYLALANINDIOL","DB07910",-5.1
"1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE","DB08085",-5.1
"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine","DB08194",-5.1
"(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID","DB08438",-5.1
"(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE","DB08628",-5.1
"TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL","DB08654",-5.1
"VANILLATE","DB08711",-5.1
"4-(DIMETHYLAMINO)BENZOIC ACID","DB08748",-5.1
"Iopamidol","DB08947",-5.1
"Diiodohydroxyquinoline","DB09115",-5.1
"Iothalamic acid","DB09133",-5.1
"Ipodate","DB09333",-5.1
"L-Arginine","DB00125",-5
"N-Acetyl-D-glucosamine","DB00141",-5
"Aminosalicylic Acid","DB00233",-5
"Tioguanine","DB00352",-5
"Miglitol","DB00491",-5
"Cyclophosphamide","DB00531",-5
"Propofol","DB00818",-5
"Dacarbazine","DB00851",-5
"Ephedrine","DB01364",-5
"3,7,11,15-Tetramethyl-Hexadecan-1-Ol","DB01637",-5
"Quinolinic Acid","DB01796",-5
"Xylose-Derived Lactam Oxime","DB01921",-5
"AMPA","DB02057",-5
"Isatin","DB02095",-5
"4-Hydroxy-3-Methoxybenzoate","DB02130",-5
"7-Deazaguanine","DB02245",-5
"N-Bromoacetyl-Aminoethyl Phosphate","DB02257",-5
"Arginineamide","DB02299",-5
"4,5-Dehydro-D-Glucuronic Acid","DB02305",-5
"Alpha-D-Galactose-1-Phosphate","DB02317",-5
"Nor-N-Omega-Hydroxy-L-Arginine","DB02381",-5
"Hydrogenobyrinic Acid","DB02460",-5
"Nojirimycine Tetrazole","DB02471",-5
"1-Deoxy-D-xylulose 5-phosphate","DB02496",-5
"L-Alpha-Glycerophosphorylserine","DB02497",-5
"4-Hydroxyphenylglycine","DB02601",-5
"N-Omega-Propyl-L-Arginine","DB02644",-5
"4-Deoxy-D-Mannuronic Acid","DB02734",-5
"2,4-Dihydroxybenzoic Acid","DB02839",-5
"Beta-Cyclohexyl-Alanine","DB02884",-5
"(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid","DB02940",-5
"3-(1-Aminoethyl)Nonanedioic Acid","DB02941",-5
"Ricinoleic Acid","DB02955",-5
"Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine","DB02965",-5
"Dodecyl-Coa","DB03264",-5
"3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid","DB03340",-5
"Octahydroindole-2-Carboxylic Acid","DB03409",-5
"Alpha,Alpha,Alpha-Trifluoro-P-Cresol","DB03610",-5
"Lpc-Ether","DB03633",-5
"3-Hydroxyanthranilic Acid","DB03644",-5
"L-Glucuronic Acid","DB03652",-5
"N-Cyclohexyl-N'-Decylurea","DB03677",-5
"1-Hexadecanosulfonyl-O-L-Serine","DB03692",-5
"Salicylhydroxamic Acid","DB03819",-5
"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine","DB03827",-5
"L-Threonohydroxamate 4-Phosphate","DB03855",-5
"Tyrosinal","DB03978",-5
"Phenylalanine Amide","DB04029",-5
"Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate","DB04087",-5
"(2s)-Amino(4-Hydroxyphenyl)Acetic Acid","DB04291",-5
"(2r)-Amino(4-Hydroxyphenyl)Acetic Acid","DB04308",-5
"[(2r,3s,4s,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]Methyl Dihydrogen Phosphate","DB04352",-5
"3-Amino-1-Chloro-4-Phenyl-Butanol-2-Yl","DB04415",-5
"Tetrabromo-2-Benzotriazole","DB04462",-5
"L-Glycero-D-Manno-Heptopyranose","DB04526",-5
"4,7-Dioxosebacic Acid","DB04560",-5
"4-IODOPHENYLALANINE","DB04713",-5
"1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE","DB04731",-5
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)","DB06830",-5
"(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE","DB06881",-5
"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid","DB07208",-5
"3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid","DB07282",-5
"4-(2-aminoethyl)-2-ethylphenol","DB07346",-5
"S-Atrolactic Acid","DB07381",-5
"(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE","DB07416",-5
"5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL","DB07497",-5
"N-hexanoyl-L-homoserine","DB07532",-5
"(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid","DB07896",-5
"3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE","DB07900",-5
"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID","DB08175",-5
"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID","DB08327",-5
"PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE","DB08421",-5
"2-(4-METHOXYPHENYL)ACETAMIDE","DB08767",-5
"Etilefrine","DB08985",-5
"L-Phenylalanine","DB00120",-4.9
"L-Cystine","DB00138",-4.9
"Sulfanilamide","DB00259",-4.9
"Norepinephrine","DB00368",-4.9
"Zoledronate","DB00399",-4.9
"Miglustat","DB00419",-4.9
"Pseudoephedrine","DB00852",-4.9
"Dopamine","DB00988",-4.9
"Isosorbide Mononitrate","DB01020",-4.9
"O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose","DB01648",-4.9
"(S)-Des-Me-Ampa","DB01664",-4.9
"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene","DB01789",-4.9
"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol","DB01882",-4.9
"Nd1-Phosphonohistidine","DB01899",-4.9
"D-Mannuronic Acid","DB01982",-4.9
"Xanthine","DB02134",-4.9
"Myristoyl-Coa","DB02180",-4.9
"2-deoxy-2-fluoro-β-D-galactose","DB02228",-4.9
"Xylose-Derived Imidazole","DB02374",-4.9
"Guanine","DB02377",-4.9
"Alpha-Hydroxy-Beta-Phenyl-Propionic Acid","DB02494",-4.9
"D-Phenylalanine","DB02556",-4.9
"4-(Hydroxymethyl)Benzamidine","DB02585",-4.9
"2-Deoxy-Glucose-6-Phosphate","DB02604",-4.9
"4-Hydroxy-L-Threonine-5-Monophosphate","DB02609",-4.9
"Alpha-D-Glucopyranosyl-2-Carboxylic Acid Amide","DB02720",-4.9
"Diundecyl Phosphatidyl Choline","DB02777",-4.9
"3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid","DB02878",-4.9
"L-Iduronic Acid","DB02945",-4.9
"Bombykol","DB02982",-4.9
"Phenylalanylmethane","DB03149",-4.9
"D-Glucuronic Acid","DB03156",-4.9
"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester","DB03392",-4.9
"(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate","DB03502",-4.9
"Glycoluril","DB03533",-4.9
"4,5-Dehydro-L-Iduronic Acid","DB03569",-4.9
"Pantothenoylaminoethenethiol","DB03738",-4.9
"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate","DB03746",-4.9
"Heptanyl-P-Phenol","DB03941",-4.9
"3,4-Dihydroxybenzoic Acid","DB03946",-4.9
"1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol","DB03979",-4.9
"D-Arginine","DB04027",-4.9
"Ribulose-5-Phosphate","DB04034",-4.9
"2-Nitro-P-Cresol","DB04110",-4.9
"6-Hydroxypropylthymine","DB04139",-4.9
"3-Dehydroshikimate","DB04347",-4.9
"1-Hydroxy-2-Amino-3-Cyclohexylpropane","DB04387",-4.9
"Phosphatidyl ethanol","DB04752",-4.9
"THIO-ATPA","DB04798",-4.9
"Erdosteine","DB05057",-4.9
"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid","DB07302",-4.9
"2-CHLORO-4-ISOPROPYLAMINO-6-ETHYLAMINO -1,3,5-TRIAZINE","DB07392",-4.9
"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one","DB07677",-4.9
"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)","DB07873",-4.9
"S-PALMITOYL-L-CYSTEINE","DB08342",-4.9
"3(S)-AMINO-4-PHENYL-BUTAN-2(R)-OL","DB08425",-4.9
"3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL","DB08428",-4.9
"Eugenol","DB09086",-4.9
"Acetrizoic acid","DB09347",-4.9
"Vitamin C","DB00126",-4.8
"Ethionamide","DB00609",-4.8
"Menthol","DB00825",-4.8
"Methyprylon","DB01107",-4.8
"Captopril","DB01197",-4.8
"Levetiracetam","DB01202",-4.8
